0.1,0,0.02,0,1.0006e+18,5,1e+05,-0.24867,0,0.65411,-0.15963,0.93495,0.022151,0.043024,0.93482
0.099904,0,0.019946,0.00010994,1.0006e+18,5,1e+05,-0.24817,0,0.6541,-0.16024,0.93486,0.022317,0.043351,0.93433
0.099817,0,0.019896,0.00020995,1.0006e+18,5,1e+05,-0.24772,0,0.65409,-0.1608,0.93477,0.022468,0.043648,0.93388
0.099731,0,0.019847,0.00030995,1.0006e+18,5,99999,-0.24727,0,0.65408,-0.16136,0.93468,0.022619,0.043946,0.93343
0.099644,0,0.019798,0.00040995,1.0006e+18,5,99999,-0.24682,0,0.65408,-0.16192,0.93459,0.022771,0.044245,0.93298
0.099557,0,0.019748,0.00050995,1.0006e+18,5,99999,-0.24637,0,0.65407,-0.16247,0.93451,0.022922,0.044544,0.93253
0.09947,0,0.019699,0.00060995,1.0006e+18,5,99999,-0.24592,0,0.65406,-0.16303,0.93442,0.023074,0.044843,0.93208
0.099383,0,0.019649,0.00070995,1.0006e+18,5,99998,-0.24547,0,0.65405,-0.16358,0.93433,0.023226,0.045143,0.93163
0.099296,0,0.0196,0.00080995,1.0006e+18,5,99998,-0.24502,0,0.65404,-0.16414,0.93424,0.023379,0.045443,0.93118
0.099209,0,0.019551,0.00090995,1.0006e+18,5,99998,-0.24457,0,0.65403,-0.16469,0.93415,0.023531,0.045744,0.93072
0.099122,0,0.019501,0.0010099,1.0006e+18,5,99998,-0.24413,0,0.65401,-0.16525,0.93407,0.023684,0.046045,0.93027
0.099035,0,0.019452,0.0011099,1.0006e+18,5,99998,-0.24368,0,0.654,-0.1658,0.93398,0.023837,0.046346,0.92982
0.098948,0,0.019403,0.0012099,1.0006e+18,5,99997,-0.24324,0,0.65399,-0.16635,0.93389,0.02399,0.046648,0.92936
0.098861,0,0.019353,0.0013099,1.0006e+18,5,99997,-0.24279,0,0.65398,-0.1669,0.9338,0.024144,0.046951,0.92891
