 rho spower powden powden_e                            powden_i powden_cl
  0.1761E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5282E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8804E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1233E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1585E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1937E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2289E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2641E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2993E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3346E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3698E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4050E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4402E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4754E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5106E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5459E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5811E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6163E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6515E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6867E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7219E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7572E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7924E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8276E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8628E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8980E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9332E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9685E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1004E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1039E+00  0.2496E+06  0.2496E+06  0.0000E+00  0.0000E+00  0.2496E+06
  0.1074E+00  0.6643E+06  0.6643E+06  0.0000E+00  0.0000E+00  0.6643E+06
  0.1109E+00  0.3529E+06  0.3529E+06  0.0000E+00  0.0000E+00  0.3529E+06
  0.1145E+00  0.2735E+06  0.2735E+06  0.0000E+00  0.0000E+00  0.2735E+06
  0.1180E+00  0.3400E+08  0.3400E+08  0.0000E+00  0.0000E+00  0.3400E+08
  0.1215E+00  0.1408E+08  0.1408E+08  0.0000E+00  0.0000E+00  0.1408E+08
  0.1250E+00  0.1044E+08  0.1044E+08  0.0000E+00  0.0000E+00  0.1044E+08
  0.1285E+00  0.8652E+07  0.8652E+07  0.0000E+00  0.0000E+00  0.8652E+07
  0.1321E+00  0.7565E+07  0.7565E+07  0.0000E+00  0.0000E+00  0.7565E+07
  0.1356E+00  0.1153E+10  0.1153E+10  0.1633-152  0.0000E+00  0.1153E+10
  0.1391E+00  0.3039E+09  0.3039E+09  0.1480-127  0.0000E+00  0.3039E+09
  0.1426E+00  0.8833E+09  0.8833E+09  0.3167E-07  0.0000E+00  0.8833E+09
  0.1461E+00  0.6694E+09  0.6694E+09  0.2557E+06  0.0000E+00  0.6691E+09
  0.1497E+00  0.3538E+12  0.3538E+12  0.8162E+07  0.0000E+00  0.4003E+09
  0.1532E+00  0.4769E+11  0.4769E+11  0.4341E+08  0.0000E+00  0.5293E+09
  0.1567E+00  0.2711E+10  0.2711E+10  0.1065E+09  0.0000E+00  0.4468E+09
  0.1602E+00  0.2737E+10  0.2737E+10  0.1783E+09  0.0000E+00  0.4016E+09
  0.1638E+00  0.5293E+09  0.5293E+09  0.2457E+09  0.0000E+00  0.2471E+09
  0.1673E+00  0.5035E+09  0.5035E+09  0.2879E+09  0.0000E+00  0.2157E+09
  0.1708E+00  0.1816E+10  0.1816E+10  0.1563E+10  0.0000E+00  0.2526E+09
  0.1743E+00  0.4250E+10  0.4250E+10  0.3802E+10  0.0000E+00  0.4485E+09
  0.1778E+00  0.3745E+10  0.3745E+10  0.3045E+10  0.0000E+00  0.7002E+09
  0.1814E+00  0.1474E+10  0.1474E+10  0.7226E+09  0.0000E+00  0.7519E+09
  0.1849E+00  0.7034E+09  0.7034E+09  0.3060E+08  0.0000E+00  0.6728E+09
  0.1884E+00  0.6440E+09  0.6440E+09  0.1193E+07  0.0000E+00  0.6428E+09
  0.1919E+00  0.7398E+09  0.7398E+09  0.1071E+07  0.0000E+00  0.7388E+09
  0.1955E+00  0.1202E+09  0.1202E+09  0.7061E+06  0.0000E+00  0.1195E+09
  0.1990E+00  0.1533E+09  0.1533E+09  0.3029E+06  0.0000E+00  0.1530E+09
  0.2025E+00  0.2002E+09  0.2002E+09  0.7780E+05  0.0000E+00  0.2001E+09
  0.2060E+00  0.2050E+09  0.2050E+09  0.1245E+05  0.0000E+00  0.2050E+09
  0.2095E+00  0.1844E+09  0.1844E+09  0.1490E+04  0.0000E+00  0.1844E+09
  0.2131E+00  0.1769E+09  0.1769E+09  0.1411E+03  0.0000E+00  0.1769E+09
  0.2166E+00  0.1828E+09  0.1828E+09  0.9732E+01  0.0000E+00  0.1828E+09
